Time,Temperature(℃),Feels Like(℃),Dew Point(℃),Humidity(%),Solar(W/m²),UVI,Rain Rate(in/hr),Daily(in),Event(in),Hourly(in),Weekly(in),Monthly(in),Wind Speed(mph),Wind Gust(mph),Wind Direction(º),Relative(inHg),Absolute(inHg),Weather Condition,temp,dwpt,rhum,prcp,wdir,wspd
88,30.7,36.5,24.4,65,471.4,4,0,0,0,0,0,3.87,1,3.4,65,28.58,29.25,16,29.2,23.9,73,0,230,7.6
88,31,37.4,24.7,65,536.4,5,0,0,0,0,0,3.87,0.9,5.8,54,28.57,29.24,16,30,24.2,71,0,0,0
88,33,40.6,25,61,566.4,5,0,0,0,0,0,3.87,0.6,3.4,85,28.57,29.24,2,28.1,24.9,83,0,0,0
88,28.4,34.2,25.9,77,232.8,2,0,0,0,0,0,3.87,0.1,2.2,132,28.63,29.31,16,26.2,23.9,87,0,0,0
88,27.3,30.9,24.5,75,205.1,1,0,0.61,0.61,0,0.61,4.48,0.1,1.1,130,28.65,29.32,16,28.6,24.6,79,0,296,6.5
88,29.1,34.7,25,73,300.5,2,0,0,0,0,0.61,4.48,0,1.1,100,28.61,29.28,0,25.7,24.6,90,1.7,0,0
88,27.7,32.6,25.7,80,263.4,2,0,0.47,1.91,0,2.52,6.39,0.1,1.1,113,28.54,29.21,16,24.6,24.6,81,3,160,3.6
88,24.6,24.6,24.2,85,34.3,0,0.07,2.12,4.03,0,2.12,8.51,0,1.1,108,28.52,29.19,16,27.7,24.3,82,0,0,0
88,30.8,38.3,25.6,71,556.8,5,0,0,0,0,2.12,8.51,0.5,2.2,212,28.51,29.18,16,30,25.3,76,0,0,0
88,31.3,39.7,26.2,72,609.7,5,0,0.19,0.63,0,2.75,9.14,0.7,3.4,168,28.53,29.2,16,27,25,89,0,40,3.6
88,26.6,28.1,24.8,81,432.9,4,0,0.75,1.7,0,3.82,10.21,0.6,3.4,189,28.5,29.17,12,29.2,24.3,75,0,350,7.6
88,29.7,36.9,26,76,326.8,3,0,0,0,0,3.82,10.21,0.5,2.2,252,28.46,29.13,2,24.2,23.4,92,1,0,0
88,24.9,24.9,23.9,82,159.1,1,0.07,0.3,0.69,0.01,4.51,10.9,0.4,1.1,300,28.45,29.12,16,27.6,23.8,80,0,0,0
88,26.5,27,24.9,83,260.8,2,0,0.1,1.36,0,5.18,11.57,0,0,114,28.54,29.21,8,27.5,24.6,84,0,0,0
88,27.6,32.5,25.7,80,291.4,2,0,0,2.89,0,0,13.1,0,2.2,116,28.56,29.23,7,26.2,24.2,89,0.1,0,0
88,27.2,31,25,81,202.2,1,0,0.02,3.22,0,0.33,13.43,0.2,2.2,83,28.64,29.31,8,27,23.9,83,0.5,0,0
88,27.6,31.4,24.4,77,347.5,3,0,0,0,0,0.33,13.43,0.3,2.2,170,28.7,29.37,2,25.1,23.5,93,0.1,0,0
88,27.2,30.4,24,78,386.7,3,0,0.03,0.75,0,1.08,14.18,0.1,2.2,150,28.76,29.43,8,29.2,23.4,71,0,350,1.8
88,30.8,37.1,24.7,70,627.4,6,0,0,0,0,1.08,14.18,0.6,3.4,179,28.74,29.41,8,31.3,24.7,68,0,0,0
88,33.4,41.5,25.2,64,671.4,6,0,0,0,0,1.08,14.18,0.6,3.4,148,28.72,29.39,9,31.6,25.2,69,0,350,3.6
88,33,42.3,26.1,69,725.9,7,0,0,0,0,1.08,14.18,0.2,1.1,115,28.71,29.38,16,31.7,24.8,67,0,0,0
88,34.4,45.8,27,64,619.5,6,0,0,0,0,0,14.18,0.3,2.2,122,28.67,29.34,2,29.2,25.4,80,0.1,240,7.6
88,30,37.1,25.8,73,205.2,1,0,0,0,0,0,14.18,0.3,1.1,100,28.62,29.29,12,28.7,23.6,74,0,0,0
88,29.3,35.2,25.2,73,397.8,3,0,0,0.57,0,0.57,0,0.2,3.4,123,28.64,29.31,0,26.2,23.1,83,0.1,80,1.8
88,29.8,36.1,25.2,70,695.4,6,0,0.02,0,0,0.59,0.02,1.6,5.8,174,28.72,29.39,8,27,20.8,69,0.2,0,0
88,29.2,32.2,22,60,639.4,6,0,0,0,0,0.59,0.02,1.5,6.9,142,28.77,29.44,7,27.8,19.6,61,0,70,5.4
88,28.9,30.9,20.6,57,581.7,5,0,0,0,0,0.59,0.02,1.6,5.8,188,28.77,29.44,12,27.6,19.9,63,0,90,5.4
88,30,31.1,18.7,53,567.2,5,0,0,0,0,0.59,0.02,1.5,6.9,163,28.75,29.42,16,27.8,20.6,65,0,40,5.4
88,30,32.1,20.4,56,538.6,5,0,0,0,0,0,0.02,1.7,4.5,191,28.78,29.45,6,28.2,20.5,63,0,50,3.6
88,31.2,35.2,22.4,59,559.3,5,0,0,0,0,0,0.02,1,4.5,195,28.8,29.47,0,28.8,21.6,65,0,40,11.2
88,30.4,34.6,23,61,551.2,5,0,0,0,0,0,0.02,0.9,2.2,183,28.78,29.45,0,29.6,21.8,63,0,70,3.6
88,30.7,34.8,22.8,60,530.1,5,0,0,0,0,0,0.02,1.5,5.8,192,28.75,29.42,16,28.2,20.2,62,0,100,3.6
88,29.8,32.1,20.6,57,578.9,5,0,0,0,0,0,0.02,1.2,4.5,166,28.74,29.41,16,28.3,21.1,65,0,100,7.6
88,30.5,33.7,21.8,58,531.7,5,0,0,0,0,0,0.02,1.1,5.8,146,28.74,29.41,0,29.6,22.3,65,0,30,9.4
88,31,35.6,23.1,58,559.9,5,0,0,0,0,0,0.02,1.5,4.5,178,28.74,29.41,1,29,22,66,0,100,3.6
88,31.3,35.3,22.3,58,556,5,0,0,0,0,0,0.03,1.2,4.5,160,28.6,29.4,12,29.5,22,64,0,90,1.8
88,31.7,37.2,23.7,60,555.6,5,0,0,0,0,0,0.03,1.3,5.8,155,28.61,29.41,16,29.8,22.5,65,0,60,11.2
88,31,37.1,24.4,64,529,5,0,0,0,0,0,0.03,2,8.1,145,28.62,29.42,16,29.5,23,68,0,90,7.6
88,28.3,32.8,24.4,72,313.5,3,0,0,0,0,0.02,0.05,0.8,4.5,153,28.75,29.4,15,29.7,23.2,68,0,90,5.4
88,29.6,34.5,24,69,610.9,5,0,0.72,0.83,0,0.72,0.88,1.2,6.9,145,28.81,29.46,16,29.3,23.7,72,0,100,3.6
88,30.9,36.6,24.1,64,530.7,5,0,0,0,0,0.72,0.88,1.2,4.5,171,28.78,29.44,16,28.1,23.7,77,0.1,100,7.6
88,31.5,37.1,23.9,62,554.9,5,0,0,0,0,0.72,0.88,1.5,6.9,194,28.74,29.39,16,28.8,23.5,73,0.2,100,11.2
88,31,35.5,23,62,595.3,5,0,0,0,0,0.73,0.89,1,4.5,154,28.78,29.44,12,30.1,23,66,0,50,5.4
88,29,31.8,21.8,61,538.4,5,0,0,0,0,0.75,0.91,1.2,4.5,143,28.76,29.42,3,28.3,23.2,74,0,330,9.4
88,30.8,34.9,22.7,62,540.4,5,0,0,0,0,0.75,0.91,0.4,2.2,129,28.7,29.35,16,29.7,21.9,63,0,0,0
88,29,30.7,20,59,430,4,0,0,0,0,0.75,0.91,1.6,3.4,128,28.64,29.29,16,27.7,21.3,68,0,0,0
88,27.2,30.1,23.2,71,185.7,1,0,0,0,0,0,0.91,0.5,3.4,138,28.58,29.24,0,28.1,20.9,65,0,0,0
88,27.2,29,21.4,69,601.6,5,0,0,0.04,0,0.04,0.95,0.3,2.2,174,28.62,29.27,3,28.1,24.3,80,0,140,3.6
88,30.9,33.7,21.1,56,692.6,6,0,0,0,0,0.04,0.95,0.6,2.2,171,28.68,29.33,16,27,23.5,81,0,0,0
