Time,Temperature(℃),Feels Like(℃),Dew Point(℃),Humidity(%),Solar(W/m²),UVI,Rain Rate(in/hr),Daily(in),Event(in),Hourly(in),Weekly(in),Monthly(in),Wind Speed(mph),Wind Gust(mph),Wind Direction(º),Relative(inHg),Absolute(inHg),Weather Condition,temp,dwpt,rhum,prcp,wdir,wspd
88,34.1,42.5,25.3,53,776.7,7,0,0,0,0,0,3.87,1.4,5.8,43,28.56,29.23,16,32,24.1,63,0.5,230,5.4
88,35.3,44.7,25.6,53,708.7,6,0,0,0,0,0,3.87,1,3.4,85,28.54,29.21,16,32.7,23.9,60,0,0,0
88,36.7,46.2,25.4,49,1006.3,9,0,0,0,0,0,3.87,0.7,3.4,71,28.53,29.2,2,32,23.5,61,0,240,3.6
88,34.7,44.8,26.2,60,832.1,8,0,0,0,0,0,3.87,0.3,1.1,57,28.6,29.27,16,30,24.4,72,0,240,1.8
88,31.2,38.1,25,64,875.1,8,0,0.61,0.61,0,0.61,4.48,0.3,2.2,116,28.62,29.29,8,31.7,24.1,64,0,301,9
88,32.4,41.3,26,64,372.6,3,0,0,0,0,0.61,4.48,0.2,2.2,180,28.55,29.23,2,30.2,25.1,74,4.3,330,3.6
88,30.7,38.9,26.2,71,471.6,4,0,0.47,1.91,0,2.52,6.39,0.2,2.2,79,28.5,29.17,16,26.7,24.9,90,0.6,300,3.6
88,28.4,34.1,25.6,77,432.6,4,0,2.12,4.03,0,2.12,8.51,0.2,1.1,67,28.47,29.14,16,31,25.1,71,0,0,0
88,34.1,44.7,26.6,60,779.8,7,0,0,0,0,2.12,8.51,0.4,2.2,169,28.48,29.15,2,32.2,23.2,59,0,340,7.6
88,34,42.4,25.3,57,990.5,9,0,0.19,0.63,0,2.75,9.14,0.8,4.5,239,28.48,29.15,16,30.5,23.7,67,5.1,20,5.4
88,30.9,38.2,25.5,67,342.7,3,0,0.75,1.7,0,3.82,10.21,0.7,3.4,209,28.45,29.12,2,31.3,24.2,66,0,300,9.4
88,33.9,43.2,25.9,61,653.9,6,0,0,0,0,3.82,10.21,1,2.2,267,28.41,29.08,16,26,24.2,90,0.3,0,0
88,26.3,26.3,24.7,82,213.6,2,0.05,0.34,0.73,0,4.55,10.94,0.1,1.1,37,28.45,29.12,1,30.7,24.8,71,0.1,0,0
88,32.5,41.3,26,66,964,9,0,0.1,1.36,0,5.18,11.57,0.2,1.1,99,28.5,29.17,8,30.7,24.1,68,0.6,0,0
88,32.5,41.6,26.1,64,773.1,7,0,0,2.89,0,0,13.1,0.3,2.2,91,28.5,29.17,9,28.2,23.6,76,0,250,7.6
88,30.1,36.1,24.8,70,465.1,4,0,0.02,3.22,0,0.33,13.43,0.6,2.2,75,28.61,29.28,2,30,24.6,73,0.3,0,0
88,31.2,38.8,25.5,67,682,6,0,0,0,0,0.33,13.43,0.9,3.4,199,28.66,29.33,16,26.6,23.9,85,0.2,360,5.4
88,28.4,32.9,24.3,71,321.7,3,0,0.03,0.75,0,1.08,14.18,0.9,2.2,205,28.73,29.4,8,32.5,23.2,58,0,70,5.4
88,34.2,41.7,24.6,53,866,8,0,0,0,0,1.08,14.18,0.9,3.4,165,28.69,29.36,2,32.4,25.2,66,0,0,0
88,32.5,39.8,24.9,60,116.5,1,0,0,0,0,1.08,14.18,0.1,1.1,171,28.67,29.34,16,33.2,23.5,57,0.3,0,0
88,34.6,43.9,25.7,55,854.3,8,0,0,0,0,1.08,14.18,0.2,1.1,124,28.64,29.31,8,34.9,24.2,54,0,190,7.6
88,36.8,47.7,26.2,52,843.6,8,0,0,0,0,0,14.18,0.6,2.2,106,28.6,29.27,0,31.3,25.6,72,0.3,249,10.8
88,33.3,43.8,26.8,64,345.1,3,0,0,0,0,0,14.18,0.3,2.2,82,28.56,29.23,0,30.2,24.1,70,0,110,1.8
88,33.7,43.2,26,58,946.6,9,0,0,0.57,0,0.57,0,0.4,3.4,128,28.58,29.25,8,31.3,23.9,65,0,100,9.4
88,32.6,40.9,25.6,58,985.6,9,0,0.02,0,0,0.59,0.02,1.6,4.5,140,28.67,29.34,9,30,21.4,60,0.2,0,0
88,32.3,37,22.8,50,772.5,7,0,0,0,0,0.59,0.02,1.5,4.5,174,28.73,29.4,16,30,19.7,54,0,0,0
88,32.6,35.6,20.9,45,840.3,8,0,0,0,0,0.59,0.02,1,4.5,139,28.75,29.43,0,31,16.2,41,0,0,0
88,32.4,33.5,18.2,40,766.4,7,0,0,0,0,0.59,0.02,2,5.8,178,28.7,29.37,0,31.2,18.6,47,0,90,5.4
88,32.6,35.2,20.4,45,564.8,5,0,0,0,0,0,0.02,0.8,4.5,141,28.73,29.4,7,32.2,19.8,48,0,110,7.6
88,34.3,38.7,22.1,45,737.5,7,0,0,0,0,0,0.02,1.6,6.9,171,28.74,29.41,16,31.7,22.4,58,0,20,9.4
88,32.8,38.1,23.2,51,588.7,5,0,0,0,0,0,0.02,1.1,3.4,158,28.72,29.39,16,32,20.3,50,0,40,9.4
88,33.4,38.2,22.7,48,707.5,6,0,0,0,0,0,0.02,1.7,4.5,183,28.69,29.36,0,30.7,20.6,55,0,0,0
88,32.8,35.3,20.3,44,734.7,7,0,0,0,0,0,0.02,1,4.5,156,28.68,29.35,1,31.5,21.4,55,0,30,9.4
88,33.8,37.6,21.6,44,730.4,7,0,0,0,0,0,0.02,1.2,4.5,152,28.7,29.37,3,32.5,22.3,55,0,80,9.4
88,34.6,41.5,24,49,780.7,7,0,0,0,0,0,0.03,1.2,5.8,158,28.57,29.37,12,31.5,22.8,60,0.2,0,0
88,35,39.7,22.2,44,735.9,7,0,0,0,0,0,0.03,1.3,5.8,179,28.54,29.34,0,32.4,21,51,0,40,7.6
88,35.5,41.2,23,45,751.2,7,0,0,0,0,0,0.03,1.2,4.5,165,28.54,29.34,16,33,21.5,51,0,10,7.6
88,31,38.6,25.6,67,745.9,7,0,0.03,0.03,0,0.05,0.08,0.7,2.2,137,28.7,29.36,16,31.8,22.8,59,0,130,5.4
88,33.1,40.6,24.9,55,771,7,0,0.72,0.83,0,0.72,0.88,1.3,4.5,160,28.74,29.39,8,31.2,22.2,59,0,360,7.6
