"Time","Temperature(℃)","Feels Like(℃)","Dew Point(℃)","Humidity(%)","Solar(W/m²)","UVI","Rain Rate(in/hr)","Daily(in)","Event(in)","Hourly(in)","Weekly(in)","Monthly(in)","Wind Speed(mph)","Wind Gust(mph)","Wind Direction(º)","Relative(inHg)","Absolute(inHg)","Weather Condition"
"89","28.77142857","33.61428571","24.51428571","68.14285714","0","0","0","0","0","0","0","3.87","0.171428571","1.9","88.71428571","28.56285714","29.23285714","0"
"88","26.86666667","28.95","24.01666667","68.66666667","0","0","0","0","0","0","0","0.03","0","0","169","28.64666667","29.29833333","0"
"88","24.54285714","24.54285714","19.24285714","61","0","0","0","0","0","0","0","0.03","0.5","1.414285714","157.5714286","28.77714286","29.43142857","0"
"88","25.91428571","26.2","21.42857143","63.42857143","0","0","0","0","0","0","0","0.03","0.014285714","0.157142857","147.7142857","28.77285714","29.42571429","0"
"88","22.85714286","22.85714286","18.92857143","61.57142857","0","0","0","0","0","0","0","0","0","0","151.4285714","28.71571429","29.36571429","0"
"88","24.07142857","24.07142857","20.08571429","63.42857143","0","0","0","0","0","0","0","0","0.171428571","0.785714286","153.8571429","28.70428571","29.35571429","0"
"88","20.22857143","20.22857143","13.42857143","53.14285714","0","0","0","0","0","0","0","0","0.2","1.1","151.4285714","28.88571429","29.53714286","0"
"88","17.77142857","17.77142857","13.27142857","58.14285714","0","0","0","0","0","0","0","0","0.014285714","0.157142857","152.2857143","28.85","29.50142857","0"
"88","22","22","16.11428571","56.85714286","0","0","0","0","0","0","0","0","0.042857143","0.314285714","153.5714286","28.85428571","29.50714286","0"
"88","23.95714286","23.95714286","17.65714286","57.28571429","0","0","0","0","0","0","0","0","0.5","2.214285714","159.4285714","28.87","29.52142857","0"
"88","24.28571429","24.28571429","17.25714286","55.42857143","0","0","0","0","0","0","0","0","0.742857143","1.914285714","148.4285714","28.89428571","29.54857143","0"
"88","22.12857143","22.12857143","15.42857143","55.57142857","0","0","0","0","0","0","0","0","0.442857143","1.742857143","153.8571429","28.79714286","29.44714286","0"
"88","22.82857143","22.82857143","14.95714286","52.57142857","0","0","0","0","0","0","0","0","0.8","2.4","160.1428571","28.90857143","29.56285714","0"
